,age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,school_MS,sex_M,address_U,famsize_LE3,Pstatus_T,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_home,reason_other,reason_reputation,guardian_mother,guardian_other,schoolsup_yes,famsup_yes,paid_yes,activities_yes,nursery_yes,higher_yes,internet_yes,romantic_yes
332,0.9906350276210333,0.24643711951158404,0.4232073695151592,-0.6257786477574638,-0.056852860762953525,-0.4567438314745458,1.1955746738186372,-0.21434464007995704,0.7502928690344802,-0.55443033476619,-1.0390887466831842,0.3415118162708471,-0.9286815448050668,-1.224743484186469,-2.84051947759037,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
219,0.20211948926272919,-0.6806358538891365,-0.5054976913653286,-0.6257786477574638,1.1408474059766056,-0.4567438314745458,0.06443216805010606,-0.21434464007995704,-0.14439598611606974,-0.55443033476619,-1.0390887466831842,0.3415118162708471,-0.21656466016929576,-0.6020259604488597,-0.1738404671371411,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
333,0.9906350276210333,-0.6806358538891365,-0.5054976913653286,-0.6257786477574638,-0.056852860762953525,-0.4567438314745458,0.06443216805010606,-0.21434464007995704,-0.14439598611606974,-0.55443033476619,-1.0390887466831842,-1.0784583671710963,-0.9286815448050668,-0.9133847223176643,-0.7071762692277869,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
195,0.20211948926272919,-0.6806358538891365,1.351912430395647,-0.6257786477574638,-0.056852860762953525,-0.4567438314745458,0.06443216805010606,-0.21434464007995704,-1.0390848412666196,-0.55443033476619,-1.0390887466831842,1.0514969079918188,-0.9286815448050668,0.9547678488951636,1.1594990380894734,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
274,0.20211948926272919,-0.6806358538891365,1.351912430395647,0.8282364455613489,-0.056852860762953525,-0.4567438314745458,0.06443216805010606,-0.21434464007995704,-0.14439598611606974,-0.55443033476619,-1.0390887466831842,-1.7884434588920681,-0.5726231024871813,-0.290667198580055,-0.1738404671371411,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
298,0.9906350276210333,1.1735100929123046,0.4232073695151592,-0.6257786477574638,2.3385476727161647,-0.4567438314745458,0.06443216805010606,-0.21434464007995704,-0.14439598611606974,-0.55443033476619,-1.0390887466831842,-0.36847327545012465,-0.9286815448050668,0.9547678488951636,0.6261632359988276,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
183,0.20211948926272919,0.24643711951158404,0.4232073695151592,-0.6257786477574638,-0.056852860762953525,-0.4567438314745458,1.1955746738186372,-0.21434464007995704,-0.14439598611606974,0.55443033476619,0.5060973425021627,-1.7884434588920681,2.3292532024035775,-0.6020259604488597,-0.44050836818246397,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
220,0.20211948926272919,-0.6806358538891365,-1.4342027522458163,0.8282364455613489,-0.056852860762953525,-0.4567438314745458,0.06443216805010606,-1.1959809627649785,1.6449817241850302,-0.55443033476619,-0.2664957020905108,1.0514969079918188,-0.5726231024871813,-1.5361022460552736,-1.2405120713184326,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
312,1.7791505659793374,-1.607708827289857,-0.5054976913653286,-0.6257786477574638,-0.056852860762953525,0.9048698548080624,0.06443216805010606,1.7489280052900857,-1.0390848412666196,0.55443033476619,-0.2664957020905108,0.3415118162708471,-0.3945938813282385,0.643409087026359,0.09282743390818181,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
336,1.7791505659793374,0.24643711951158404,-1.4342027522458163,-0.6257786477574638,1.1408474059766056,0.9048698548080624,1.1955746738186372,0.7672916826050644,-0.14439598611606974,-0.55443033476619,-0.2664957020905108,1.0514969079918188,1.2076691091022465,0.9547678488951636,0.6261632359988276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
278,0.9906350276210333,1.1735100929123046,1.351912430395647,-0.6257786477574638,-0.056852860762953525,0.9048698548080624,-2.1978528434869564,0.7672916826050644,0.7502928690344802,-0.55443033476619,-1.0390887466831842,0.3415118162708471,1.7417567725790746,-0.6020259604488597,-0.7071762692277869,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
129,-0.586396049095575,1.1735100929123046,1.351912430395647,-0.6257786477574638,-1.2545531275025126,-0.4567438314745458,-1.0667103377184253,1.7489280052900857,1.6449817241850302,0.55443033476619,2.0512834316875095,0.3415118162708471,0.4955522244664753,2.2002028963703824,1.959502741225442,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
38,-1.374911587453879,0.24643711951158404,1.351912430395647,-0.6257786477574638,1.1408474059766056,-0.4567438314745458,0.06443216805010606,-0.21434464007995704,-1.0390848412666196,-0.55443033476619,-1.0390887466831842,1.0514969079918188,-0.5726231024871813,0.3320503251575543,0.3594953349535047,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
11,-1.374911587453879,-0.6806358538891365,-1.4342027522458163,2.2822515388801614,1.1408474059766056,-0.4567438314745458,1.1955746738186372,-1.1959809627649785,-1.0390848412666196,-0.55443033476619,-1.0390887466831842,0.3415118162708471,-0.21656466016929576,-0.290667198580055,0.3594953349535047,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
266,0.20211948926272919,0.24643711951158404,-1.4342027522458163,-0.6257786477574638,-0.056852860762953525,-0.4567438314745458,1.1955746738186372,0.7672916826050644,0.7502928690344802,1.6632910042985698,1.278690387094836,1.0514969079918188,-0.5726231024871813,-0.6020259604488597,-0.44050836818246397,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
185,0.20211948926272919,0.24643711951158404,0.4232073695151592,-0.6257786477574638,-0.056852860762953525,-0.4567438314745458,0.06443216805010606,-0.21434464007995704,0.7502928690344802,0.55443033476619,0.5060973425021627,0.3415118162708471,1.2076691091022465,0.3320503251575543,0.3594953349535047,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
233,-0.586396049095575,1.1735100929123046,1.351912430395647,-0.6257786477574638,-0.056852860762953525,-0.4567438314745458,0.06443216805010606,-1.1959809627649785,0.7502928690344802,0.55443033476619,1.278690387094836,-1.7884434588920681,-0.5726231024871813,0.9547678488951636,0.6261632359988276,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
112,-0.586396049095575,-0.6806358538891365,-0.5054976913653286,-0.6257786477574638,-0.056852860762953525,0.9048698548080624,-1.0667103377184253,-2.1776172854499998,-1.0390848412666196,-0.55443033476619,-1.0390887466831842,1.0514969079918188,0.13949378214858976,-0.290667198580055,0.6261632359988276,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
179,0.20211948926272919,1.1735100929123046,0.4232073695151592,-0.6257786477574638,-0.056852860762953525,-0.4567438314745458,1.1955746738186372,-1.1959809627649785,-0.14439598611606974,-0.55443033476619,-1.0390887466831842,-1.0784583671710963,-0.21656466016929576,-0.290667198580055,-0.1738404671371411,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
265,0.9906350276210333,0.24643711951158404,1.351912430395647,0.8282364455613489,-0.056852860762953525,-0.4567438314745458,0.06443216805010606,-1.1959809627649785,1.6449817241850302,1.6632910042985698,1.278690387094836,-1.7884434588920681,1.3856983302611892,1.8888441345015776,1.6928348401801192,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
277,0.9906350276210333,1.1735100929123046,1.351912430395647,0.8282364455613489,-1.2545531275025126,-0.4567438314745458,-1.0667103377184253,-1.1959809627649785,0.7502928690344802,-0.55443033476619,1.278690387094836,-0.36847327545012465,2.3292532024035775,-0.6020259604488597,-0.44050836818246397,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
117,-0.586396049095575,0.24643711951158404,0.4232073695151592,0.8282364455613489,-1.2545531275025126,-0.4567438314745458,1.1955746738186372,0.7672916826050644,-1.0390848412666196,-0.55443033476619,-1.0390887466831842,1.0514969079918188,-0.9286815448050668,0.643409087026359,0.8928311370441505,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
363,0.20211948926272919,1.1735100929123046,1.351912430395647,-0.6257786477574638,-0.056852860762953525,-0.4567438314745458,-2.1978528434869564,-0.21434464007995704,0.7502928690344802,-0.55443033476619,-1.0390887466831842,-1.7884434588920681,-0.9286815448050668,1.5774853726327729,1.1594990380894734,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
347,0.9906350276210333,1.1735100929123046,0.4232073695151592,-0.6257786477574638,1.1408474059766056,-0.4567438314745458,1.1955746738186372,0.7672916826050644,1.6449817241850302,0.55443033476619,0.5060973425021627,1.0514969079918188,-0.9286815448050668,-0.290667198580055,-0.1738404671371411,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
379,0.20211948926272919,0.24643711951158404,-1.4342027522458163,-0.6257786477574638,-0.056852860762953525,-0.4567438314745458,0.06443216805010606,1.7489280052900857,0.7502928690344802,0.55443033476619,0.5060973425021627,-1.7884434588920681,2.09781521489696,-0.290667198580055,-0.1738404671371411,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
283,0.9906350276210333,-1.607708827289857,-1.4342027522458163,0.8282364455613489,-0.056852860762953525,-0.4567438314745458,1.1955746738186372,0.7672916826050644,0.7502928690344802,-0.55443033476619,-1.0390887466831842,0.3415118162708471,-0.21656466016929576,-0.9133847223176643,-0.44050836818246397,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
357,0.20211948926272919,0.24643711951158404,-0.5054976913653286,0.8282364455613489,-0.056852860762953525,-0.4567438314745458,-3.3289953492554876,-1.1959809627649785,-0.14439598611606974,-0.55443033476619,-0.2664957020905108,1.0514969079918188,-0.5726231024871813,0.3320503251575543,0.3594953349535047,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
164,0.20211948926272919,-1.607708827289857,-1.4342027522458163,3.736266632198974,-0.056852860762953525,3.6280972273732788,1.1955746738186372,-0.21434464007995704,1.6449817241850302,-0.55443033476619,2.0512834316875095,1.0514969079918188,-0.9286815448050668,-1.8474610079240783,-0.7071762692277869,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
247,4.14469718105425,0.24643711951158404,-1.4342027522458163,-0.6257786477574638,-1.2545531275025126,3.6280972273732788,1.1955746738186372,0.7672916826050644,1.6449817241850302,3.8810123433633295,2.0512834316875095,-1.7884434588920681,1.9197859937380173,-1.5361022460552736,-0.7071762692277869,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
136,0.20211948926272919,0.24643711951158404,1.351912430395647,2.2822515388801614,-0.056852860762953525,-0.4567438314745458,1.1955746738186372,0.7672916826050644,1.6449817241850302,0.55443033476619,1.278690387094836,1.0514969079918188,-0.9286815448050668,-0.290667198580055,-2.84051947759037,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
154,0.20211948926272919,1.1735100929123046,1.351912430395647,-0.6257786477574638,-1.2545531275025126,-0.4567438314745458,0.06443216805010606,-1.1959809627649785,-1.9337736964171697,-0.55443033476619,-1.0390887466831842,0.3415118162708471,-0.9286815448050668,0.02069156328874965,0.09282743390818181,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
199,-0.586396049095575,1.1735100929123046,1.351912430395647,-0.6257786477574638,-0.056852860762953525,-0.4567438314745458,0.06443216805010606,1.7489280052900857,-1.0390848412666196,-0.55443033476619,-0.2664957020905108,-0.36847327545012465,-0.9286815448050668,-0.6020259604488597,-0.44050836818246397,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
197,-0.586396049095575,0.24643711951158404,0.4232073695151592,2.2822515388801614,-1.2545531275025126,-0.4567438314745458,-1.0667103377184253,-0.21434464007995704,0.7502928690344802,1.6632910042985698,2.0512834316875095,-0.36847327545012465,0.4955522244664753,-0.6020259604488597,-0.44050836818246397,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
387,1.7791505659793374,-0.6806358538891365,0.4232073695151592,-0.6257786477574638,1.1408474059766056,0.9048698548080624,1.1955746738186372,0.7672916826050644,-1.0390848412666196,-0.55443033476619,-0.2664957020905108,1.0514969079918188,-0.9286815448050668,-1.224743484186469,-1.5071799723637556,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2,-1.374911587453879,-1.607708827289857,-1.4342027522458163,-0.6257786477574638,-0.056852860762953525,3.6280972273732788,0.06443216805010606,-0.21434464007995704,-1.0390848412666196,0.55443033476619,0.5060973425021627,-0.36847327545012465,0.8516106667843608,-1.224743484186469,-0.7071762692277869,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
204,-0.586396049095575,-0.6806358538891365,-0.5054976913653286,0.8282364455613489,2.3385476727161647,-0.4567438314745458,1.1955746738186372,-0.21434464007995704,1.6449817241850302,-0.55443033476619,-1.0390887466831842,1.0514969079918188,0.13949378214858976,-0.290667198580055,-0.1738404671371411,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
115,-0.586396049095575,1.1735100929123046,1.351912430395647,-0.6257786477574638,-0.056852860762953525,-0.4567438314745458,1.1955746738186372,0.7672916826050644,0.7502928690344802,-0.55443033476619,-0.2664957020905108,1.0514969079918188,-0.5726231024871813,1.2661266107639684,1.1594990380894734,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
228,0.9906350276210333,-0.6806358538891365,-1.4342027522458163,3.736266632198974,-0.056852860762953525,-0.4567438314745458,0.06443216805010606,-0.21434464007995704,-1.0390848412666196,2.7721516738309497,2.0512834316875095,-0.36847327545012465,1.5637275514201319,-0.290667198580055,-0.7071762692277869,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
231,0.20211948926272919,-0.6806358538891365,-0.5054976913653286,0.8282364455613489,-0.056852860762953525,-0.4567438314745458,0.06443216805010606,1.7489280052900857,-1.0390848412666196,-0.55443033476619,-1.0390887466831842,-1.7884434588920681,-0.21656466016929576,0.02069156328874965,0.09282743390818181,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
26,-1.374911587453879,-0.6806358538891365,-0.5054976913653286,-0.6257786477574638,-1.2545531275025126,-0.4567438314745458,0.06443216805010606,-1.1959809627649785,-1.0390848412666196,-0.55443033476619,-0.2664957020905108,1.0514969079918188,-0.5726231024871813,0.3320503251575543,0.3594953349535047,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
120,-1.374911587453879,-1.607708827289857,-0.5054976913653286,-0.6257786477574638,-0.056852860762953525,-0.4567438314745458,-1.0667103377184253,-1.1959809627649785,-0.14439598611606974,-0.55443033476619,-0.2664957020905108,-1.7884434588920681,-0.5726231024871813,1.5774853726327729,1.1594990380894734,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
302,0.20211948926272919,1.1735100929123046,-0.5054976913653286,0.8282364455613489,1.1408474059766056,-0.4567438314745458,0.06443216805010606,-0.21434464007995704,-0.14439598611606974,-0.55443033476619,-1.0390887466831842,-0.36847327545012465,-0.9286815448050668,1.2661266107639684,0.3594953349535047,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
224,-0.586396049095575,1.1735100929123046,1.351912430395647,-0.6257786477574638,1.1408474059766056,-0.4567438314745458,1.1955746738186372,-0.21434464007995704,-1.0390848412666196,-0.55443033476619,-1.0390887466831842,1.0514969079918188,-0.9286815448050668,0.643409087026359,0.6261632359988276,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
237,-0.586396049095575,-0.6806358538891365,-1.4342027522458163,-0.6257786477574638,-1.2545531275025126,-0.4567438314745458,0.06443216805010606,1.7489280052900857,-1.0390848412666196,-0.55443033476619,-1.0390887466831842,1.0514969079918188,2.3292532024035775,0.643409087026359,0.3594953349535047,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
338,0.9906350276210333,0.24643711951158404,0.4232073695151592,-0.6257786477574638,2.3385476727161647,-0.4567438314745458,1.1955746738186372,-0.21434464007995704,-0.14439598611606974,-0.55443033476619,-1.0390887466831842,-1.7884434588920681,0.3175230033075325,1.5774853726327729,1.1594990380894734,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
311,1.7791505659793374,-0.6806358538891365,-1.4342027522458163,2.2822515388801614,-0.056852860762953525,-0.4567438314745458,-1.0667103377184253,0.7672916826050644,-1.9337736964171697,-0.55443033476619,-1.0390887466831842,-1.0784583671710963,2.3292532024035775,0.9547678488951636,0.3594953349535047,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
340,1.7791505659793374,-0.6806358538891365,-1.4342027522458163,-0.6257786477574638,1.1408474059766056,0.9048698548080624,0.06443216805010606,-0.21434464007995704,0.7502928690344802,-0.55443033476619,0.5060973425021627,-0.36847327545012465,-0.21656466016929576,0.02069156328874965,0.3594953349535047,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
127,1.7791505659793374,-2.5347818006905776,-1.4342027522458163,-0.6257786477574638,-0.056852860762953525,3.6280972273732788,-1.0667103377184253,0.7672916826050644,-1.0390848412666196,-0.55443033476619,-1.0390887466831842,1.0514969079918188,-0.5726231024871813,-1.224743484186469,-0.7071762692277869,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
74,-0.586396049095575,0.24643711951158404,0.4232073695151592,-0.6257786477574638,-0.056852860762953525,-0.4567438314745458,0.06443216805010606,-0.21434464007995704,-0.14439598611606974,0.55443033476619,1.278690387094836,1.0514969079918188,2.3292532024035775,0.02069156328874965,0.3594953349535047,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
318,0.20211948926272919,0.24643711951158404,1.351912430395647,-0.6257786477574638,1.1408474059766056,-0.4567438314745458,0.06443216805010606,-0.21434464007995704,0.7502928690344802,0.55443033476619,2.0512834316875095,1.0514969079918188,-0.9286815448050668,0.02069156328874965,0.09282743390818181,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
29,-0.586396049095575,1.1735100929123046,1.351912430395647,-0.6257786477574638,-0.056852860762953525,-0.4567438314745458,0.06443216805010606,0.7672916826050644,1.6449817241850302,3.8810123433633295,2.0512834316875095,1.0514969079918188,1.9197859937380173,-0.290667198580055,0.3594953349535047,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
83,-1.374911587453879,-0.6806358538891365,-0.5054976913653286,0.8282364455613489,-0.056852860762953525,-0.4567438314745458,1.1955746738186372,-0.21434464007995704,-0.14439598611606974,-0.55443033476619,0.5060973425021627,0.3415118162708471,-0.21656466016929576,1.2661266107639684,1.1594990380894734,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
326,0.20211948926272919,0.24643711951158404,0.4232073695151592,-0.6257786477574638,-1.2545531275025126,-0.4567438314745458,0.06443216805010606,-0.21434464007995704,1.6449817241850302,1.6632910042985698,2.0512834316875095,1.0514969079918188,-0.3945938813282385,0.9547678488951636,1.1594990380894734,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
107,-0.586396049095575,0.24643711951158404,0.4232073695151592,-0.6257786477574638,1.1408474059766056,-0.4567438314745458,1.1955746738186372,-0.21434464007995704,-0.14439598611606974,-0.55443033476619,-1.0390887466831842,1.0514969079918188,-0.5726231024871813,1.5774853726327729,1.959502741225442,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
355,0.9906350276210333,0.24643711951158404,0.4232073695151592,-0.6257786477574638,-0.056852860762953525,-0.4567438314745458,1.1955746738186372,-0.21434464007995704,0.7502928690344802,-0.55443033476619,-1.0390887466831842,1.0514969079918188,-0.9286815448050668,-0.290667198580055,-0.44050836818246397,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
